table_0,table_0,table_0,table_0,table_1,table_1,table_1,table_1,table_2,table_2,table_2,table_2,table_3,table_3,table_3,table_3,table_4,table_4,table_4,table_4
7.61,10,-21.47,11,77.78,10,4.32,6,12.15,4,-1.91,10,244.59,7,86.57,9,3.06,5,103.56,6
6.94,9,33.8,6,76.49,8,7.64,10,11.71,4,9.93,2,240.18,2,87.9,10,6.54,9,105.22,7
6.26,8,-21.48,11,81.66,4,-10.82,11,10.84,3,-5.25,7,250.02,2,89.22,11,11.53,4,102.99,5
5.64,8,33.86,6,85.38,7,8.27,10,10.03,2,10.15,2,240.53,3,90.6,3,8.64,11,106.29,8
4.6,7,-21.9,10,82.15,4,-10.38,2,198.99,11,-1.03,11,249.61,2,91.56,4,0.93,3,103.86,6
3.57,6,33.87,6,78.07,10,10.5,2,72.77,5,7.57,10,239.08,11,92.52,5,9.95,2,104.49,6
2.66,5,-21.77,10,81.47,3,-11.36,11,50.01,2,0.94,3,242.55,5,93.62,6,9.16,11,103.6,6
1.23,3,33.34,5,82.53,5,10.7,3,38.78,11,5.71,8,235.72,8,94.19,6,0.28,2,104.99,7
-0.15,2,-21.72,10,80.05,2,-7.51,4,32.67,5,-3.38,9,234.47,6,94.81,7,6.37,8,103.01,5
1.04,3,33.9,6,83.46,5,10.13,2,28.24,10,9.39,11,243.07,5,96.0,8,1.31,3,106.12,8
1.56,4,-22.38,10,76.2,8,-8.04,4,24.67,7,-7.36,5,232.96,5,96.52,9,11.21,3,103.55,6
2.41,4,34.23,6,83.27,5,12.47,4,20.98,3,-0.64,11,238.08,10,97.37,9,11.75,4,105.34,7
3.11,5,-22.54,9,85.15,7,-10.07,2,18.23,10,-1.07,11,231.66,4,98.06,10,0.49,2,102.99,5
3.57,6,34.0,6,87.78,10,0.82,3,16.92,9,9.78,2,224.73,7,98.53,11,10.1,2,106.33,8
4.84,7,-21.73,10,82.66,5,-11.93,10,15.62,8,-0.14,2,215.44,7,99.8,2,3.45,5,104.21,6
5.77,8,33.66,6,80.34,2,-5.22,7,15.05,7,8.68,11,225.04,7,100.73,3,9.89,2,103.96,6
6.97,9,-21.46,11,84.09,6,-4.29,8,13.78,6,3.83,6,215.52,8,101.93,4,0.34,2,104.36,6
8.37,10,33.86,6,77.27,9,6.66,9,12.47,4,-7.65,4,225.16,7,103.33,5,3.66,6,103.76,6
9.3,11,-21.92,10,81.98,4,10.92,3,12.34,4,8.88,11,216.6,9,104.26,6,8.89,11,104.83,7
10.08,2,33.7,6,85.97,8,2.64,5,12.35,4,-7.92,4,218.67,11,105.04,7,10.63,3,103.23,5
11.18,3,-21.61,10,84.47,6,9.55,2,11.44,3,-9.96,2,209.23,11,106.13,8,7.16,9,105.86,8
12.18,4,33.62,6,77.49,9,-12.79,9,200.1,2,-10.11,2,218.41,10,107.14,9,9.01,11,103.3,5
13.39,5,-21.41,11,80.58,3,13.08,5,73.07,5,-9.82,2,208.6,11,108.35,10,11.34,3,105.77,8
12.41,4,33.43,5,84.66,7,1.47,3,50.82,3,-8.78,3,218.16,10,109.37,11,9.03,11,103.28,5
11.21,3,-21.62,10,77.85,10,-3.32,9,39.59,2,-9.32,3,208.3,10,110.17,2,1.67,4,105.76,8
10.31,2,33.73,6,79.97,2,-8.45,4,31.86,4,9.8,2,216.85,9,111.27,3,12.17,4,103.35,5
9.34,11,-21.7,10,83.77,6,13.55,6,27.37,9,4.06,6,217.09,9,112.3,4,2.04,4,105.84,8
8.32,10,33.69,6,76.43,8,-12.0,10,23.78,6,8.13,10,213.13,5,113.28,5,4.97,7,103.17,5
7.57,10,-21.44,11,82.2,4,-6.49,6,20.36,2,3.07,5,207.78,10,114.53,7,3.41,5,105.84,8
7.17,9,34.04,6,85.81,8,-3.21,9,18.52,11,7.37,9,212.66,5,116.13,8,1.0,3,103.49,5
5.67,8,-22.55,9,85.26,7,-1.44,11,16.58,9,-2.43,10,204.24,6,116.62,9,10.16,2,105.32,7
4.32,6,34.2,6,78.03,10,12.58,5,15.64,8,0.38,2,203.17,5,117.27,9,-0.58,11,102.87,5
3.74,6,-21.77,10,76.54,9,8.24,10,14.74,7,7.96,10,211.18,3,118.7,11,10.71,3,106.33,8
2.62,5,33.64,6,80.46,2,-0.3,2,13.64,6,-9.47,3,204.41,6,119.58,2,0.79,3,103.99,6
1.2,3,-22.06,10,85.37,7,11.36,3,12.17,4,10.51,3,203.32,5,120.16,2,10.31,2,104.58,7
-0.14,2,33.72,6,77.44,9,1.39,3,11.22,3,-2.4,10,210.15,2,120.82,3,4.43,6,103.24,5
0.62,3,-21.95,10,76.8,9,8.05,10,11.17,3,0.07,2,214.59,7,121.58,4,-0.39,2,106.06,8
2.21,4,34.54,7,83.24,5,-7.97,4,10.95,3,8.65,11,223.44,5,123.17,5,10.98,3,103.76,6
2.66,5,-23.09,9,86.88,9,10.37,2,10.37,2,-1.64,10,220.23,2,123.62,6,2.09,4,104.94,7
4.35,6,35.77,8,88.03,10,-10.1,2,10.05,2,-7.92,4,222.69,5,125.31,7,10.14,2,102.96,5
5.73,8,-23.39,9,80.2,2,12.18,4,11.13,3,-8.77,3,227.28,9,126.68,9,10.63,3,106.52,9
7.05,9,35.72,8,80.36,2,-12.34,10,11.16,3,-9.94,2,235.98,8,128.01,10,6.55,9,104.39,6
7.65,10,-24.13,8,75.12,7,2.39,4,199.35,11,9.11,11,232.34,4,128.6,11,3.32,5,103.65,6
9.26,11,36.74,9,72.7,5,-1.5,10,74.33,6,-10.03,2,230.97,3,130.22,2,8.02,10,105.03,7
10.19,2,-24.81,7,75.12,7,-11.95,10,51.79,4,-7.87,4,221.22,3,131.14,3,2.88,5,103.09,5
11.11,3,36.74,9,75.11,7,8.57,11,41.01,3,-10.23,2,230.35,2,132.06,4,10.87,3,106.0,8
12.09,4,-24.75,7,76.01,8,-4.12,8,33.21,5,-10.29,2,221.55,4,133.05,5,4.97,7,103.48,5
13.22,5,36.89,9,76.68,9,11.93,4,28.96,11,-6.38,6,231.69,4,134.18,6,5.22,7,105.41,7
11.91,4,-25.2,7,81.48,3,11.78,4,25.68,8,-4.82,7,225.06,7,134.87,7,4.48,6,103.12,5
10.73,3,37.02,9,86.46,8,4.97,7,22.64,5,4.31,6,217.57,10,135.68,8,3.69,6,106.35,8
9.82,2,-24.92,7,82.49,4,5.23,7,20.7,3,9.91,2,210.8,3,136.78,9,5.16,7,104.19,6
9.11,11,37.21,9,76.43,8,-7.78,4,19.27,11,-3.3,9,207.99,10,138.07,10,7.48,9,104.07,6
9.04,11,-24.28,8,81.78,4,-6.6,5,18.53,11,9.84,2,213.93,6,140.0,2,13.55,6,104.2,6
8.27,10,36.52,9,85.3,7,-8.74,3,17.23,9,-4.46,8,217.1,9,141.23,3,2.39,4,104.03,6
7.45,9,-24.34,8,83.18,5,-2.03,10,16.62,9,9.54,2,213.93,6,142.41,4,0.3,2,104.32,6
6.4,8,36.29,8,79.5,11,-12.04,10,15.36,7,7.69,10,217.22,9,143.36,5,-0.09,2,103.86,6
5.51,8,-24.18,8,84.5,6,10.8,3,14.28,6,3.09,5,212.45,4,144.47,6,7.18,9,104.55,7
4.55,7,36.22,8,78.62,11,-2.89,9,13.01,5,9.58,2,203.99,6,145.51,8,10.07,2,103.61,6
3.75,6,-24.02,8,81.0,3,10.14,2,12.59,5,-1.27,11,206.28,8,146.71,9,12.33,4,105.15,7
2.51,5,35.78,8,80.44,2,13.25,5,11.45,3,5.1,7,198.11,10,147.47,9,9.6,2,103.13,5
1.98,4,-23.31,9,76.91,9,12.01,4,10.61,3,-6.52,5,195.98,8,148.94,11,6.78,9,105.98,8
1.08,3,35.41,7,73.36,5,-4.72,7,10.36,2,-4.6,7,204.7,7,150.04,2,6.17,8,103.4,5
0.44,2,-23.06,9,81.99,4,3.85,6,199.37,11,7.11,9,200.47,2,151.4,3,11.59,4,105.64,8
-0.73,11,34.88,7,75.85,8,8.5,10,72.83,5,8.28,10,193.82,6,152.22,4,6.71,9,102.93,5
-0.09,2,-23.24,9,79.51,2,-12.1,10,50.55,3,-6.11,6,185.79,8,152.87,5,11.41,3,106.38,8
1.22,3,35.55,8,81.77,4,11.43,3,39.18,11,2.44,4,181.23,3,154.18,6,10.52,3,104.09,6
1.56,4,-24.22,8,77.25,9,-2.51,9,32.15,4,-4.12,8,173.76,6,154.51,7,10.89,3,104.35,6
2.64,5,36.3,8,79.66,2,7.59,10,26.77,9,-7.63,4,166.5,8,155.6,8,10.14,2,103.95,6
3.45,5,-24.49,8,84.7,7,12.42,4,23.0,5,-1.95,10,166.68,9,156.41,8,8.68,11,104.48,6
4.95,7,36.99,9,77.68,10,7.73,10,20.29,2,-8.09,4,164.7,7,157.9,10,6.82,9,103.5,5
6.56,9,-24.37,8,79.93,2,1.41,3,18.91,11,-3.3,9,175.21,7,159.52,2,12.02,4,105.5,8
7.63,10,36.44,8,83.79,6,8.68,11,16.73,9,-7.5,4,168.73,11,160.58,3,1.11,3,103.09,5
8.46,10,-24.6,7,76.76,9,-8.63,3,15.31,7,-4.96,7,160.41,2,161.42,3,9.72,2,106.04,8
9.93,2,37.07,9,82.68,5,12.13,4,13.41,5,-4.87,7,158.6,11,162.89,5,6.78,9,103.6,6
10.99,3,-25.02,7,86.22,8,-12.0,10,13.35,5,7.44,9,168.57,11,163.94,6,7.09,9,105.14,7
11.77,4,36.8,9,87.95,10,3.47,5,12.71,5,9.91,2,160.83,3,164.73,7,1.64,4,103.22,5
12.78,5,-24.79,7,79.41,11,-3.3,9,12.2,4,3.74,6,155.75,8,165.74,8,12.02,4,105.99,8
13.78,6,36.78,9,79.4,11,-13.05,9,11.12,3,9.54,2,145.66,8,166.73,9,8.99,11,103.45,5
13.42,5,-24.14,8,76.13,8,13.21,5,10.61,3,10.17,2,155.21,7,168.37,10,12.07,4,105.52,8
12.78,5,36.5,9,74.39,6,3.25,5,10.19,2,3.52,6,145.84,8,169.74,2,1.61,4,103.12,5
11.55,4,-24.73,7,80.8,3,-3.87,8,200.21,2,8.35,10,155.98,8,170.51,3,-0.38,2,106.14,8
10.81,3,36.98,9,76.12,8,-13.03,9,73.47,5,8.98,11,146.97,9,171.76,4,1.42,3,103.74,6
9.92,2,-24.87,7,74.08,6,12.04,4,50.83,3,0.74,3,153.12,5,172.88,5,8.19,10,104.82,7
9.18,11,37.13,9,79.86,2,2.49,4,40.37,2,-10.48,2,159.65,2,174.14,6,4.43,6,103.02,5
8.13,10,-25.18,7,74.8,7,3.1,5,33.86,6,-8.52,3,164.59,7,175.09,7,4.92,7,106.12,8
7.01,9,37.06,9,72.51,5,-12.37,10,27.81,10,0.1,2,173.91,6,175.97,8,7.8,10,103.7,6
5.54,8,-25.53,6,73.51,6,-12.92,9,23.97,6,4.23,6,165.04,7,176.5,9,1.21,3,104.97,7
4.25,6,37.24,9,75.2,7,-1.54,10,20.5,2,-3.52,8,174.49,6,177.21,9,3.52,6,102.97,5
3.2,5,-25.29,7,72.7,5,2.11,4,18.42,10,-1.57,10,164.31,6,178.16,10,2.92,5,106.23,8
2.29,4,37.37,9,75.1,7,8.79,11,17.5,9,-9.51,2,171.95,4,179.24,11,0.13,2,103.81,6
0.99,3,-25.66,6,75.48,7,-11.25,11,16.08,8,-9.9,2,179.47,11,179.95,2,11.51,4,104.75,7
-0.17,2,37.5,10,76.66,9,12.74,5,13.7,6,-1.76,10,176.21,8,180.79,3,1.73,4,103.37,5
0.56,3,-25.78,6,78.68,11,-8.01,4,12.69,5,-10.0,2,178.94,11,181.51,4,8.54,11,105.57,8
1.61,4,37.84,10,84.3,6,-0.94,11,11.62,4,-8.16,4,180.59,3,182.57,5,6.1,8,103.17,5
3.0,5,-25.45,7,80.92,3,-10.44,2,10.97,3,-10.82,11,169.68,2,183.96,6,11.65,4,105.78,8
3.95,6,37.39,9,83.06,5,5.99,8,200.33,2,-5.86,6,170.2,2,184.91,7,11.91,4,103.31,5
5.14,7,-25.2,7,77.94,10,-11.5,11,74.43,6,8.44,10,175.2,7,186.1,8,8.32,10,105.67,8
5.59,8,36.65,9,84.0,6,-1.77,10,51.13,3,-9.32,3,168.75,11,186.55,9,7.08,9,103.22,5
6.68,9,-24.56,7,85.2,7,-6.25,6,39.52,2,-1.28,11,161.53,4,187.64,10,2.15,4,105.99,8
7.55,10,36.43,8,85.86,8,9.68,2,32.51,5,2.51,5,151.21,3,188.51,11,2.78,5,103.41,5
8.67,11,-24.31,8,80.8,3,-0.12,2,27.23,9,-6.85,5,154.74,7,189.63,2,6.21,8,105.42,7
10.04,2,36.67,9,76.26,8,13.06,5,23.22,5,-9.17,3,147.85,10,190.99,3,0.6,3,103.09,5
10.64,3,-25.06,7,74.04,6,0.54,3,20.94,3,9.53,2,145.47,7,191.6,4,8.34,10,106.03,8
11.33,3,36.75,9,81.02,3,-2.98,9,18.56,11,7.16,9,154.0,6,192.29,4,-0.51,11,103.65,6
12.5,4,-24.59,7,75.87,8,-3.23,9,17.24,9,3.6,6,153.83,6,193.46,5,3.27,5,105.13,7
13.26,5,36.35,8,74.56,7,12.65,5,15.7,8,-5.51,6,154.35,6,194.22,6,4.6,7,102.91,5
12.46,4,-24.15,8,78.93,11,12.36,4,13.48,5,8.79,11,149.28,11,195.42,7,10.34,2,106.17,8
11.72,4,36.4,8,75.14,7,-1.13,11,12.03,4,-8.37,4,138.3,10,196.68,9,1.42,3,103.61,6
10.41,2,-24.71,7,75.4,7,1.07,3,10.98,3,-9.87,2,138.6,11,197.37,9,5.48,7,105.05,7
8.78,11,36.09,8,76.71,9,7.21,9,10.5,3,0.37,2,142.65,5,197.74,10,8.96,11,103.13,5
7.19,9,-24.68,7,78.49,10,-6.53,5,199.14,11,-9.56,2,133.24,5,198.14,10,2.01,4,106.07,8
5.93,8,36.42,8,84.06,6,5.77,8,74.22,6,-9.01,3,142.81,5,198.88,11,1.57,4,103.64,6
5.2,7,-24.15,8,82.27,4,-1.58,10,50.23,2,-3.95,8,132.89,5,200.15,2,8.45,10,105.06,7
4.3,6,36.25,8,83.93,6,-3.94,8,38.97,11,8.38,10,139.87,2,166.9,9,9.17,11,102.81,5
3.28,5,-24.27,8,84.93,7,9.39,11,31.75,4,-6.33,6,150.13,2,139.06,11,5.97,8,106.57,9
2.27,4,36.27,8,86.12,8,11.73,4,28.4,10,-0.62,11,143.58,6,115.88,8,0.99,3,104.44,6
0.62,3,-24.92,7,82.34,4,12.83,5,24.4,6,1.09,3,135.25,7,95.91,8,-0.09,2,103.56,6
-0.21,2,37.09,9,75.83,8,4.73,7,21.41,3,8.66,11,132.77,5,80.1,2,5.29,7,105.05,7
0.54,3,-25.34,7,81.28,3,-1.39,11,19.71,2,1.67,4,140.57,3,66.5,9,11.59,4,103.14,5
1.37,3,37.17,9,82.9,5,-8.92,3,17.75,10,-7.26,5,148.08,10,55.25,7,7.71,10,106.08,8
1.84,4,-25.7,6,79.28,11,8.11,10,16.33,8,9.19,11,143.54,6,45.51,8,1.12,3,103.58,6
3.14,5,37.99,10,84.36,6,-12.57,9,14.6,7,2.1,4,135.29,7,38.22,10,9.5,11,105.18,7
4.32,6,-25.81,6,78.72,11,10.22,2,13.77,6,-6.68,5,133.13,5,32.03,4,6.3,8,102.98,5
5.09,7,37.58,10,81.6,4,-0.01,2,13.06,5,-0.11,2,142.35,4,26.47,8,7.62,10,106.28,8
6.11,8,-25.57,6,79.46,11,11.56,4,12.75,5,8.59,11,133.32,5,22.07,4,8.03,10,103.83,6
7.03,9,37.49,9,79.38,11,0.15,2,11.47,3,3.34,5,143.25,5,18.32,10,-0.13,2,104.71,7
8.02,10,-25.5,6,75.6,8,6.15,8,10.89,3,-6.23,6,133.55,6,15.25,7,8.98,11,103.24,5
8.59,11,37.07,9,74.0,6,-1.06,11,10.21,2,5.52,8,143.39,5,12.28,4,6.28,8,105.8,8
9.66,2,-25.0,7,78.22,10,-0.62,11,199.99,2,-1.08,11,134.78,7,10.31,2,10.12,2,103.38,5
10.55,3,36.89,9,73.85,6,6.26,8,73.11,5,7.06,9,137.25,9,8.48,10,8.81,11,105.46,7
11.46,3,-24.98,7,78.57,11,4.07,6,50.85,3,-0.81,11,129.11,11,9.38,11,6.85,9,103.08,5
12.7,5,37.22,9,74.22,6,-0.25,2,38.63,11,-7.33,5,126.02,8,10.62,3,1.4,3,106.1,8
13.36,5,-25.55,6,77.22,9,-11.37,11,31.64,4,6.99,9,129.96,2,11.29,3,3.44,5,103.77,6
12.46,4,37.65,10,73.68,6,1.29,3,26.94,9,-0.62,11,120.31,2,12.38,4,7.16,9,104.7,7
11.39,3,-25.71,6,81.9,4,-7.11,5,23.08,5,-8.09,4,128.66,11,13.32,5,8.89,11,103.36,5
10.65,3,37.97,10,76.29,8,-7.54,4,20.73,3,10.06,2,130.57,3,14.57,7,5.43,7,105.7,8
9.34,11,-26.28,6,78.92,11,-5.53,6,18.18,10,-8.01,4,120.25,2,15.26,7,8.49,10,103.1,5
8.56,11,38.49,10,83.47,5,-7.54,4,17.26,9,9.62,2,128.12,10,16.48,8,1.36,3,106.12,8
7.84,10,-26.21,6,80.03,2,4.95,7,15.87,8,-8.61,3,134.74,7,17.77,10,4.48,6,103.77,6
6.54,9,37.9,10,84.54,7,-8.0,4,15.0,7,4.84,7,137.56,10,18.46,10,3.49,5,104.69,7
5.66,8,-25.78,6,77.53,10,-7.8,4,13.69,6,6.92,9,131.73,4,19.58,2,12.2,4,103.38,5
4.82,7,37.94,10,79.73,2,-10.26,2,11.47,3,-10.01,2,128.94,11,20.74,3,3.26,5,105.44,7
3.47,5,-26.29,6,83.9,6,-9.15,3,11.32,3,-9.79,2,127.31,9,21.39,3,10.42,2,102.97,5
2.71,5,38.53,11,77.06,9,-12.15,10,10.41,2,-10.23,2,136.85,9,22.63,5,5.4,7,106.2,8
1.29,3,-26.94,5,81.95,4,-13.43,9,10.38,2,-9.87,2,126.12,8,23.22,5,-0.69,11,103.66,6
0.1,2,38.74,11,86.23,8,-2.39,10,10.54,3,-6.17,6,130.98,3,24.02,6,7.67,10,105.11,7
-1.16,11,-27.0,5,84.91,7,5.88,8,10.77,3,-8.92,3,123.55,6,24.76,7,11.57,4,103.17,5
-0.71,11,38.45,10,77.12,9,11.7,4,200.15,2,-4.14,8,114.33,6,25.21,7,5.08,7,105.82,8
0.56,3,-26.18,6,77.71,10,-2.98,9,73.32,5,9.33,11,123.11,5,26.49,8,1.46,3,103.2,5
2.03,4,38.64,11,84.23,6,5.9,8,50.52,3,-0.66,11,118.28,10,27.95,10,1.77,4,106.06,8
2.62,5,-27.04,5,85.82,8,12.98,5,40.14,2,-2.67,9,109.4,11,28.55,11,1.32,3,103.64,6
3.23,5,38.65,11,85.99,8,-2.17,10,33.43,5,9.71,2,115.21,7,29.16,11,10.35,2,105.18,7
4.66,7,-26.22,6,78.36,10,-3.14,9,28.23,10,9.14,11,123.01,5,30.59,3,5.72,8,102.86,5
5.69,8,38.25,10,74.47,6,11.39,3,23.85,6,7.35,9,118.13,10,31.61,4,6.04,8,106.42,8
7.0,9,-25.94,6,78.1,10,12.95,5,20.92,3,-7.58,4,108.56,11,32.92,5,1.51,4,104.22,6
7.55,10,37.49,9,75.27,7,7.44,9,18.21,10,0.83,3,118.77,11,33.47,5,11.25,3,104.02,6
8.45,10,-25.6,6,79.49,11,-2.76,9,16.71,9,-7.31,5,112.57,5,34.37,6,8.83,11,104.22,6
9.4,11,37.55,10,79.37,11,7.38,9,15.47,7,-5.54,6,108.01,10,35.32,7,-0.08,2,104.04,6
10.62,3,-25.33,7,75.58,8,12.72,5,14.12,6,0.54,3,117.23,9,36.54,9,11.36,3,104.27,6
11.35,3,37.06,9,73.93,6,6.6,9,12.83,5,-8.26,4,108.57,11,37.27,9,-0.45,2,103.82,6
12.6,5,-24.81,7,78.12,10,-0.75,11,11.79,4,-9.55,2,118.84,11,38.53,11,2.42,4,104.8,7
13.56,6,36.76,9,73.95,6,1.89,4,199.38,11,-3.55,8,113.44,5,39.48,11,0.92,3,103.15,5
12.37,4,-24.94,7,79.17,11,4.92,7,73.17,5,-3.31,9,117.07,9,40.3,2,11.69,4,106.05,8
11.63,4,37.21,9,74.54,7,-10.61,11,50.36,2,-9.55,2,109.55,2,41.56,4,9.44,11,103.59,6
10.5,2,-25.34,7,74.53,7,-7.96,4,39.69,2,-4.49,8,113.88,6,42.42,4,5.77,8,105.24,7
9.66,2,37.5,10,73.02,5,-11.25,11,32.91,5,-4.47,8,120.21,2,43.58,6,8.26,10,102.85,5
8.57,11,-25.59,6,72.48,4,-9.89,2,28.08,10,7.53,10,127.21,9,44.49,6,10.86,3,106.39,8
7.79,10,37.81,10,72.29,4,-8.42,4,24.02,6,6.63,9,136.4,8,45.72,8,6.37,8,104.02,6
6.34,8,-26.26,6,74.99,7,-12.7,9,21.2,3,5.5,7,126.65,9,46.26,8,0.25,2,104.3,6
5.12,7,38.04,10,77.48,9,-11.26,11,19.21,11,-8.4,4,135.2,7,47.04,9,9.63,2,103.87,6
3.64,6,-26.52,5,76.68,9,0.81,3,17.2,9,6.94,9,133.93,6,47.56,10,8.2,10,104.58,7
2.59,5,38.47,10,82.79,5,-7.82,4,16.49,8,0.84,3,143.22,5,48.51,11,7.92,10,103.45,5
1.73,4,-26.33,6,86.05,8,-5.24,7,14.86,7,-9.43,3,133.39,5,49.65,2,12.23,4,105.4,7
0.65,3,38.25,10,87.49,9,-9.05,3,13.48,5,-5.91,6,143.3,5,50.57,3,6.87,9,103.02,5
-0.26,2,-26.17,6,79.2,11,6.66,9,12.69,5,0.1,2,134.19,6,51.66,4,1.14,3,106.27,8
0.6,3,38.03,10,77.26,9,-12.84,9,10.78,3,-9.16,3,141.91,4,52.52,5,3.77,6,103.94,6
1.59,4,-26.04,6,75.44,7,2.29,4,10.47,2,-3.07,9,136.59,9,53.51,6,9.98,2,104.43,6
2.75,5,38.21,10,82.81,5,2.07,4,10.46,2,7.72,10,127.11,9,54.68,7,7.27,9,103.72,6
3.69,6,-26.27,6,81.6,4,-11.86,10,10.44,2,2.0,4,137.0,9,55.61,8,7.9,10,104.89,7
4.57,7,38.14,10,84.87,7,-11.62,10,199.54,2,8.48,10,126.84,9,56.49,8,11.79,4,102.97,5
5.87,8,-25.84,6,82.01,4,-4.5,8,73.49,5,2.88,5,136.04,8,57.79,10,10.5,2,106.28,8
6.84,9,37.82,10,80.83,3,-5.87,6,50.47,2,-2.92,9,127.96,10,58.77,11,6.96,9,103.99,6
7.4,9,-26.27,6,81.55,4,9.63,2,39.52,2,-7.92,4,134.64,7,59.32,11,6.25,8,104.21,6
8.37,10,38.25,10,76.28,8,1.92,4,32.31,4,4.94,7,137.7,10,60.3,2,6.96,9,103.74,6
9.42,11,-26.2,6,77.68,10,13.11,5,27.43,9,-9.47,3,132.94,5,61.35,3,9.08,11,104.93,7
9.93,2,37.71,10,82.38,4,-10.97,11,24.76,7,-8.2,4,140.82,3,61.86,4,4.19,6,102.99,5
10.19,2,-26.45,6,84.33,6,-4.15,8,21.75,4,-2.48,10,144.97,7,62.12,4,6.76,9,106.04,8
11.37,3,38.63,11,85.26,7,-9.44,3,19.86,2,-5.22,7,149.14,11,63.3,5,6.3,8,103.55,6
12.07,4,-26.94,5,85.22,7,11.62,4,19.09,11,9.54,2,139.59,2,63.99,6,0.49,2,105.32,7
12.42,4,38.29,10,80.34,2,-13.17,9,17.06,9,0.13,2,149.09,11,64.34,6,9.92,2,102.95,5
13.28,5,-26.42,6,78.8,11,6.49,8,15.53,8,4.34,6,140.12,2,65.21,7,10.77,3,106.51,9
12.53,5,38.67,11,74.15,6,3.48,5,14.32,6,-4.36,8,148.98,11,66.46,8,0.41,2,104.28,6
11.36,3,-26.84,5,75.68,8,1.21,3,13.51,6,-4.6,7,139.07,11,67.29,9,7.72,10,103.82,6
10.92,3,39.4,11,72.81,5,-13.11,9,12.47,4,4.44,6,146.01,8,68.85,11,5.94,8,104.61,7
9.54,2,-27.79,4,78.01,10,-7.18,5,11.6,4,9.8,2,156.31,8,69.47,11,2.37,4,103.46,5
8.42,10,39.66,2,76.25,8,3.33,5,10.85,3,-7.02,5,149.14,11,70.34,2,3.79,6,105.38,7
7.12,9,-27.95,4,80.65,3,-5.67,6,200.01,2,8.92,11,139.14,11,71.05,3,6.51,9,103.01,5
6.32,8,40.15,2,84.22,6,-12.81,9,73.43,5,8.3,10,147.25,9,72.24,4,9.33,11,106.27,8
5.18,7,-28.28,4,77.57,10,3.66,6,50.97,3,-10.4,2,150.76,3,73.11,5,7.77,10,103.88,6
4.16,6,40.26,2,81.89,4,1.87,4,38.43,10,2.78,5,150.83,3,74.09,6,1.96,4,104.67,7
3.29,5,-28.13,4,85.22,7,-12.41,10,32.23,4,-1.96,10,151.4,3,75.22,7,1.22,3,103.37,5
2.04,4,39.88,2,84.39,6,-9.72,2,26.73,9,-7.63,4,158.29,10,75.97,8,8.58,11,105.85,8
1.31,3,-27.61,4,79.96,2,-1.29,11,22.85,5,-4.38,8,167.18,9,77.23,9,3.45,5,103.26,5
0.46,2,39.76,2,82.16,4,-12.77,9,20.47,2,-7.64,4,161.08,3,78.38,10,11.25,3,105.84,8
0.2,2,-27.02,5,75.76,8,7.45,9,17.78,10,4.74,7,152.91,5,80.12,2,9.24,11,103.22,5
-1.09,11,38.73,11,79.7,2,0.87,3,16.79,9,-8.78,3,160.7,3,80.83,3,0.52,3,105.73,8
-0.0,2,-26.64,5,81.68,4,7.22,9,15.53,8,-9.88,2,156.22,8,81.92,4,5.15,7,103.25,5
0.62,3,38.26,10,76.6,9,-5.14,7,14.2,6,9.97,2,149.2,11,82.54,5,8.37,10,105.95,8
1.15,3,-26.73,5,78.45,10,6.05,8,13.24,5,-9.54,2,139.47,11,83.07,5,10.22,2,103.53,6
2.21,4,38.79,11,83.86,6,6.98,9,11.57,4,9.93,2,148.88,11,84.13,6,0.09,2,105.28,7
3.56,6,-26.43,6,82.18,4,-1.7,10,10.93,3,-3.62,8,139.13,11,85.49,7,9.6,2,102.93,5
4.72,7,38.59,11,84.49,6,3.74,6,10.71,3,8.81,11,145.79,8,86.65,9,3.27,5,106.11,8
5.69,8,-26.62,5,84.69,7,9.82,2,10.1,2,-9.86,2,155.45,7,87.61,10,-0.05,2,103.72,6
6.48,8,38.42,10,84.31,6,-12.1,10,199.41,11,-9.06,3,146.01,8,88.41,10,7.66,10,105.01,7
6.78,9,-27.12,5,82.66,5,12.56,5,73.14,5,-9.94,2,155.68,8,88.7,11,10.82,3,103.0,5
7.82,10,39.16,11,83.75,6,-3.03,9,50.69,3,8.91,11,145.79,8,89.74,2,3.07,5,106.25,8
9.14,11,-26.84,5,85.86,8,-0.15,2,39.19,11,-10.28,2,155.08,7,91.06,3,5.54,8,103.87,6
9.96,2,38.66,11,86.76,9,12.4,4,32.26,4,-10.96,11,145.03,7,91.89,4,1.7,4,104.42,6
10.94,3,-26.68,5,78.57,11,0.47,2,27.09,9,-6.38,6,149.16,11,92.87,5,2.97,5,103.48,5
11.78,4,38.51,11,74.84,7,1.28,3,23.68,6,10.31,2,139.56,2,93.7,6,7.72,10,105.46,7
12.2,4,-27.09,5,77.37,9,-2.88,9,20.59,3,3.16,5,149.48,11,94.12,6,4.04,6,103.09,5
12.71,5,38.6,11,75.74,8,-8.07,4,18.84,11,4.19,6,139.27,11,94.63,7,0.18,2,106.0,8
13.94,6,-26.37,6,82.5,5,12.92,5,17.22,9,0.47,2,147.97,10,95.86,8,8.38,10,103.55,6
13.06,5,38.49,10,82.81,5,-10.22,2,16.77,9,-0.35,2,144.7,7,96.98,9,4.21,6,105.2,7
11.74,4,-26.81,5,84.94,7,-2.43,10,15.67,8,-10.07,2,146.35,8,97.67,10,5.47,7,102.96,5
