special_table,special_table,special_table,special_table
357.22,9,0.32,2
349.3,11,9.04,11
344.13,6,13.09,5
334.25,6,9.28,11
344.79,7,4.91,7
337.98,10,0.56,3
328.23,10,7.33,9
338.77,11,1.06,3
334.09,6,8.4,10
342.99,5,1.98,4
338.1,10,8.03,10
328.76,11,5.9,8
337.72,10,10.94,3
327.62,10,10.69,3
336.36,8,2.45,4
333.94,6,12.03,4
342.39,4,4.39,6
342.89,5,7.86,10
337.86,10,1.51,4
328.8,11,6.95,9
338.06,10,5.97,8
328.57,11,0.06,2
338.17,10,8.81,11
329.23,11,11.06,3
335.02,7,8.22,10
344.11,6,3.69,6
334.38,6,4.78,7
344.88,7,5.07,7
339.28,11,3.57,6
339.26,11,8.54,11
338.47,10,10.93,3
331.66,4,6.16,8
321.85,4,5.87,8
331.87,4,6.3,8
322.65,5,2.56,5
329.99,2,4.54,7
328.31,10,10.0,2
338.85,11,6.62,9
334.57,7,8.02,10
344.18,6,6.05,8
334.36,6,7.11,9
344.19,6,8.51,11
333.46,5,7.03,9
337.37,9,3.68,6
328.0,10,7.27,9
337.26,9,4.98,7
328.57,11,0.07,2
338.17,10,4.29,6
329.25,11,7.35,9
335.32,7,11.11,3
343.04,5,11.81,4
336.47,8,10.85,3
333.1,5,1.28,3
333.85,6,0.95,3
340.55,3,9.19,11
350.0,2,0.34,2
340.6,3,8.6,11
350.58,3,2.78,5
341.62,4,11.38,3
348.7,11,0.55,3
348.26,10,9.22,11
351.21,3,5.91,8
345.43,7,2.61,5
343.88,6,5.34,7
334.57,7,5.31,7
344.91,7,7.51,10
339.07,11,5.55,8
337.36,9,9.37,11
327.55,10,7.48,9
334.3,6,9.74,2
344.37,6,3.54,6
334.79,7,5.14,7
344.11,6,3.51,6
334.3,6,2.99,5
343.41,5,1.62,4
335.1,7,2.04,4
344.38,6,4.29,6
335.14,7,5.57,8
343.92,6,10.95,3
334.52,7,7.16,9
344.46,6,6.41,8
335.65,8,6.43,8
340.83,3,13.25,5
350.25,2,7.09,9
341.51,4,7.68,10
349.57,2,3.65,6
342.7,5,1.44,3
339.75,2,6.93,9
342.61,5,2.21,4
340.82,3,9.04,11
351.02,3,2.28,4
343.64,6,1.84,4
334.57,7,11.47,3
344.41,6,5.75,8
335.69,8,1.65,4
339.92,2,3.15,5
345.43,7,10.9,3
344.09,6,4.56,7
334.03,6,3.52,6
343.12,5,12.12,4
337.33,9,5.22,7
328.22,10,9.66,2
338.4,10,5.02,7
330.3,2,2.17,4
326.11,8,6.08,8
320.52,3,1.23,3
321.39,3,3.01,5
329.73,2,11.46,3
331.12,3,8.39,10
322.07,4,4.02,6
331.44,3,1.13,3
322.46,4,8.6,11
331.6,4,0.57,3
321.34,3,8.38,10
328.73,11,8.39,10
338.18,10,1.13,3
329.62,2,10.65,3
332.22,4,0.22,2
325.76,8,7.62,10
317.79,10,7.85,10
312.72,5,8.92,11
302.67,5,6.74,9
311.39,3,2.36,4
307.53,10,1.21,3
304.51,7,5.06,7
306.92,9,7.47,9
298.83,11,8.42,10
295.65,8,3.64,6
298.35,10,8.2,10
299.97,2,0.12,2
290.18,2,11.42,3
299.44,11,7.07,9
291.52,4,0.51,3
297.62,10,5.86,8
305.51,8,11.18,3
298.39,10,10.88,3
298.17,10,6.87,9
301.81,4,8.24,10
303.89,6,8.39,10
311.63,4,10.54,3
306.29,8,1.24,3
295.83,8,2.23,4
301.02,3,3.34,5
295.81,8,-0.16,2
299.99,2,3.99,6
289.83,2,9.33,11
296.05,8,6.7,9
302.13,4,2.73,5
306.98,9,9.03,11
298.89,11,7.09,9
293.71,6,10.85,3
283.81,6,4.74,7
292.39,4,11.81,4
289.9,2,7.39,9
297.38,9,5.36,7
306.55,9,6.1,8
296.21,8,9.48,11
304.12,6,7.5,9
309.35,11,2.31,4
318.8,11,1.2,3
309.13,11,9.5,11
318.83,11,9.88,2
309.34,11,4.34,6
320.16,2,7.27,9
317.73,10,10.73,3
313.87,6,2.62,5
310.76,3,12.44,4
313.89,6,4.24,6
311.7,4,0.83,3
305.61,8,4.24,6
296.77,9,2.24,4
305.94,8,9.2,11
296.84,9,5.47,7
307.03,9,10.18,2
300.02,2,11.16,3
290.2,2,11.4,3
299.58,2,11.38,3
289.95,2,5.57,8
298.31,10,1.96,4
300.26,2,11.57,4
289.5,11,9.11,11
293.6,6,4.15,6
282.8,5,1.86,4
283.56,6,11.25,3
290.74,3,-0.28,2
300.89,3,12.27,4
294.12,6,5.29,7
285.1,7,4.85,7
292.45,4,8.92,11
289.5,2,6.67,9
295.02,7,6.31,8
291.84,4,6.65,9
295.35,7,2.11,4
295.39,7,10.77,3
296.35,8,6.06,8
304.74,7,9.08,11
304.74,7,3.42,5
304.74,7,-0.58,11
305.11,7,8.74,11
300.83,3,5.39,7
293.66,6,4.88,7
283.08,5,10.48,2
287.23,9,9.66,2
277.97,10,11.79,4
287.61,10,4.4,6
277.52,10,7.84,10
285.65,8,0.29,2
287.81,10,1.55,4
278.73,11,3.32,5
285.93,8,5.38,7
285.77,8,5.29,7
286.34,8,11.62,4
282.25,4,9.75,2
277.09,9,1.23,3
282.73,5,7.57,10
281.85,4,8.75,11
274.6,7,0.19,2
264.78,7,6.94,9
272.68,5,4.61,7
278.57,11,9.04,11
286.74,9,0.19,2
280.22,2,0.34,2
274.63,7,5.99,8
264.29,6,12.08,4
268.19,10,11.62,4
259.13,11,9.2,11
268.73,11,8.54,11
258.0,10,10.82,3
261.37,3,3.85,6
255.39,7,6.32,8
247.26,9,10.38,2
255.56,8,12.68,5
246.07,8,3.95,6
255.29,7,8.29,10
247.93,10,4.09,6
250.73,3,10.41,2
245.15,7,10.93,3
245.63,8,1.26,3
251.07,3,2.6,5
247.74,10,0.28,2
251.66,4,7.57,10
255.16,7,5.13,7
249.37,11,4.18,6
240.24,2,6.78,9
250.38,2,2.26,4
242.07,4,4.64,7
240.63,3,7.57,10
249.83,2,4.55,7
239.42,11,11.84,4
246.12,8,2.3,4
255.77,8,11.03,3
245.43,7,5.23,7
249.23,11,7.42,9
240.82,3,9.68,2
249.08,11,10.82,3
240.95,3,8.43,10
248.93,11,-0.43,2
242.56,5,12.52,5
236.06,8,5.52,8
232.35,4,1.22,3
231.56,4,1.07,3
223.82,6,11.04,3
216.92,9,9.75,2
215.47,7,7.88,10
224.85,7,8.73,11
215.0,7,2.69,5
224.52,7,1.37,3
214.27,6,10.08,2
220.59,3,4.57,7
226.98,9,5.98,8
234.62,7,8.64,11
243.01,5,1.96,4
233.69,6,1.04,3
243.02,5,6.36,8
234.06,6,5.09,7
244.42,6,2.02,4
238.62,11,10.96,3
236.28,8,11.37,3
230.11,2,12.48,4
223.46,5,1.51,4
219.96,2,6.61,9
220.98,3,10.89,3
229.34,11,2.56,5
228.23,10,2.11,4
237.74,10,11.59,4
229.3,11,9.84,2
230.21,2,2.11,4
222.36,4,2.73,5
228.86,11,8.93,11
234.14,6,7.47,9
244.02,6,5.46,7
234.97,7,9.35,11
240.49,2,3.17,5
250.71,3,5.09,7
245.1,7,0.18,2
245.73,8,3.98,6
252.21,4,10.92,3
258.91,11,5.4,7
268.45,10,0.82,3
258.97,11,5.95,8
268.57,11,11.9,4
258.53,11,3.04,5
266.37,8,1.09,3
272.6,5,10.2,2
279.25,11,7.18,9
282.93,5,7.51,10
284.99,7,5.31,7
292.28,4,12.63,5
290.47,2,0.11,2
301.03,3,4.59,7
295.8,8,10.8,3
300.13,2,3.52,6
290.99,3,10.79,3
299.74,2,9.05,11
289.93,2,4.54,7
296.83,9,9.76,2
306.36,8,9.11,11
296.14,8,10.64,3
303.6,6,2.29,4
313.31,5,4.25,6
305.1,7,6.55,9
302.8,5,10.38,2
312.7,5,11.94,4
303.14,5,7.76,10
313.07,5,4.5,7
303.98,6,4.89,7
311.32,3,2.61,5
308.25,10,6.27,8
312.47,4,11.84,4
301.81,4,5.77,8
303.8,6,-0.23,2
311.6,4,11.48,3
304.87,7,1.7,4
302.96,5,-0.47,2
312.45,4,2.76,5
302.07,4,2.68,5
306.43,8,6.54,9
296.18,8,9.9,2
303.38,5,9.69,2
313.04,5,-0.19,2
303.75,6,4.8,7
311.87,4,1.06,3
305.15,7,1.94,4
301.17,3,7.04,9
297.04,9,4.17,6
306.95,9,1.66,4
299.14,11,0.53,3
293.42,5,5.42,7
284.45,6,-0.02,2
294.78,7,1.53,4
289.72,2,10.21,2
296.61,9,11.17,3
306.46,8,3.59,6
295.76,8,8.89,11
299.7,2,7.13,9
290.11,2,4.66,7
299.08,11,0.4,2
292.84,5,11.15,3
286.04,8,4.76,7
284.63,7,7.2,9
293.89,6,10.87,3
284.2,6,2.55,5
295.0,7,5.65,8
291.48,3,12.41,4
297.45,9,0.39,2
306.3,8,7.41,9
295.69,8,9.0,11
298.81,11,9.21,11
295.34,7,5.25,7
295.85,8,3.86,6
301.2,3,2.53,5
297.26,9,9.71,2
307.09,9,8.73,11
300.71,3,0.15,2
293.74,6,8.59,11
283.89,6,3.24,5
293.6,6,3.93,6
282.94,5,2.02,4
284.82,7,2.97,5
293.59,6,10.28,2
283.67,6,5.18,7
291.96,4,2.29,4
294.18,6,11.24,3
285.4,7,10.49,2
289.28,11,1.06,3
291.32,3,8.91,11
298.86,11,8.47,10
294.79,7,0.9,3
290.27,2,6.95,9
299.65,2,0.15,2
291.3,3,5.72,8
299.1,11,12.02,4
292.75,5,10.34,2
287.27,9,10.42,2
276.78,9,4.34,6
280.35,2,11.6,4
273.9,6,4.72,7
268.02,10,9.33,11
259.41,11,0.16,2
268.48,10,0.2,2
258.72,11,8.8,11
267.86,10,9.68,2
260.3,2,5.43,7
265.35,7,1.45,3
275.72,8,2.43,4
268.41,10,3.61,6
258.04,10,3.05,5
262.77,5,9.64,2
253.82,6,5.44,7
260.5,3,12.38,4
263.41,5,10.63,3
259.13,11,4.01,6
268.74,11,3.59,6
258.83,11,1.15,3
267.83,10,10.59,3
259.85,2,12.25,4
267.29,9,1.49,3
265.05,7,2.22,4
274.68,7,3.63,6
265.12,7,9.3,11
275.18,7,1.71,4
265.89,8,3.1,5
275.72,8,8.31,10
268.09,10,9.21,11
259.72,2,4.79,7
268.51,11,9.95,2
258.35,10,10.62,3
265.03,7,1.5,4
273.73,6,10.29,2
270.26,2,1.89,4
271.43,3,12.55,5
280.82,3,5.7,8
271.98,4,2.99,5
281.42,3,9.48,11
270.7,3,-0.86,11
275.19,7,8.87,11
264.8,7,11.04,3
271.53,4,4.58,7
281.32,3,10.22,2
271.0,3,5.98,8
277.56,10,11.43,3
286.43,8,5.86,8
281.71,4,3.41,5
272.97,5,8.66,11
275.82,8,3.62,6
269.49,11,12.51,5
262.74,5,11.42,3
254.08,6,9.0,11
257.26,9,3.82,6
252.84,5,3.26,5
262.64,5,11.06,3
252.38,4,11.98,4
262.16,4,5.71,8
252.28,4,6.07,8
260.12,2,11.24,3
265.08,7,1.16,3
274.61,7,10.88,3
265.16,7,0.33,2
274.57,7,6.25,8
264.41,6,4.35,6
269.62,2,1.6,4
264.67,7,5.58,8
272.28,4,9.72,2
281.49,3,11.46,3
271.72,4,4.5,6
282.18,4,5.99,8
277.35,9,9.41,11
285.1,7,12.05,4
292.59,5,11.24,3
288.54,11,3.12,5
284.1,6,4.44,6
293.99,6,9.05,11
284.75,7,4.56,7
293.87,6,6.61,9
284.52,7,1.94,4
293.92,6,7.81,10
284.02,6,5.04,7
293.4,5,11.4,3
284.02,6,10.51,3
292.98,5,0.15,2
286.24,8,11.82,4
282.91,5,9.1,11
284.35,6,9.28,11
294.45,6,6.55,9
286.12,8,8.93,11
284.36,6,4.67,7
294.28,6,8.18,10
286.38,8,2.5,4
281.8,4,3.58,6
274.19,6,8.64,11
266.14,8,1.09,3
274.57,7,8.52,11
265.16,7,0.47,2
275.2,7,5.47,7
265.15,7,2.53,5
275.13,7,8.51,11
265.96,8,9.74,2
274.27,6,10.06,2
267.87,10,9.18,11
260.5,3,9.46,11
262.15,4,10.31,2
251.76,4,9.24,11
256.28,8,5.91,8
246.8,9,2.02,4
256.54,9,10.09,2
247.76,10,2.72,5
253.0,5,6.87,9
262.67,5,0.73,3
253.14,5,11.52,4
263.58,6,5.23,7
259.98,2,5.04,7
267.19,9,5.96,8
265.68,8,11.92,4
275.41,7,6.9,9
266.66,9,5.33,7
271.21,3,-0.39,2
279.15,11,4.07,6
283.13,5,5.86,8
287.01,9,10.99,3
278.85,11,3.09,5
285.68,8,11.15,3
287.78,10,0.51,3
278.45,10,10.19,2
286.1,8,4.26,6
284.2,6,6.56,9
294.4,6,1.53,4
286.08,8,10.44,2
283.64,6,5.46,7
291.88,4,10.95,3
294.21,6,1.57,4
286.24,8,9.54,2
283.3,5,0.68,3
289.1,11,11.73,4
290.48,2,5.84,8
300.13,2,1.91,4
290.03,2,6.53,9
298.36,10,11.94,4
299.8,2,10.87,3
289.98,2,2.7,5
298.03,10,5.34,7
301.84,4,2.25,4
304.66,7,0.37,2
305.64,8,-0.26,2
298.13,10,6.51,9
301.01,3,1.23,3
294.97,7,10.87,3
291.89,4,3.99,6
294.54,7,2.86,5
287.54,10,11.76,4
277.44,9,8.93,11
286.5,8,8.07,10
280.66,3,11.37,3
272.04,4,7.09,9
280.99,3,3.36,5
271.24,3,3.12,5
280.36,2,1.99,4
273.58,6,2.19,4
271.0,3,5.62,8
278.48,10,0.1,2
287.09,9,7.46,9
276.85,9,1.89,4
281.13,3,10.34,2
270.02,2,11.6,4
267.85,10,2.07,4
261.18,3,5.75,8
257.12,9,3.68,6
252.19,4,2.24,4
259.48,11,12.3,4
269.28,11,11.5,4
261.77,4,9.94,2
253.78,6,-0.29,2
260.09,2,2.84,5
265.98,8,4.0,6
274.5,6,9.94,2
265.25,7,2.87,5
274.96,7,8.05,10
264.86,7,3.3,5
273.15,5,6.19,8
274.13,6,0.72,3
266.05,8,0.91,3
274.12,6,10.36,2
266.86,9,9.33,11
267.95,10,5.77,8
259.38,11,8.1,10
268.96,11,6.86,9
259.68,2,7.23,9
268.34,10,11.79,4
258.92,11,9.42,11
268.36,10,1.99,4
258.08,10,8.08,10
262.64,5,0.59,3
253.22,5,0.8,3
262.3,4,5.95,8
252.1,4,11.81,4
258.01,10,0.43,2
262.73,5,2.66,5
253.97,6,8.57,11
259.42,11,3.09,5
269.71,2,1.06,3
265.25,7,7.62,10
275.09,7,5.88,8
264.92,7,4.55,7
272.32,4,1.31,3
281.25,3,-0.3,2
271.59,4,1.29,3
281.18,3,4.33,6
272.46,4,6.34,8
280.33,2,3.3,5
273.99,6,7.14,9
267.09,9,6.67,9
266.73,9,8.43,10
269.43,11,3.64,6
262.08,4,2.26,4
253.02,5,3.29,5
263.2,5,10.7,3
258.14,10,7.88,10
262.85,5,5.26,7
254.1,6,1.06,3
257.95,10,5.63,8
261.34,3,10.77,3
255.41,7,6.86,9
246.1,8,0.43,2
254.66,7,1.65,4
252.23,4,6.28,8
260.72,3,-0.38,2
261.33,3,4.29,6
255.5,8,11.86,4
246.2,8,5.93,8
256.21,8,1.29,3
246.28,8,-0.57,11
256.01,8,3.8,6
245.45,7,12.27,4
249.14,11,0.83,3
241.23,3,4.69,7
247.29,9,10.28,2
254.78,7,9.28,11
250.96,3,4.03,6
247.67,10,3.77,6
252.64,5,7.54,10
262.08,4,3.14,5
251.91,4,5.88,8
257.56,10,4.59,7
255.96,8,4.4,6
245.58,8,3.78,6
250.11,2,1.37,3
240.49,2,9.04,11
249.73,2,0.88,3
239.77,2,0.45,2
249.12,11,3.14,5
240.51,3,1.46,3
250.49,2,7.51,10
243.49,5,5.39,7
234.0,6,4.72,7
243.38,5,0.03,2
233.14,5,11.2,3
239.33,11,0.36,2
244.96,7,3.72,6
244.45,6,5.68,8
239.53,2,4.81,7
246.14,8,0.04,2
254.85,7,4.56,7
250.18,2,5.28,7
240.63,3,9.27,11
249.47,11,10.54,3
240.15,2,0.41,2
249.53,2,11.41,3
239.19,11,0.27,2
243.78,6,9.64,2
234.54,7,9.57,2
243.0,5,11.45,3
233.67,6,9.6,2
242.41,4,1.33,3
237.19,9,3.79,6
227.52,10,1.94,4
238.01,10,11.42,3
231.13,3,6.77,9
220.79,3,1.71,4
228.25,10,1.61,4
236.81,9,12.11,4
227.12,9,3.78,6
235.22,7,4.15,6
239.9,2,9.03,11
249.12,11,5.48,7
241.12,3,3.02,5
247.62,10,10.2,2
253.02,5,12.81,5
262.14,4,5.65,8
253.11,5,11.77,4
263.53,6,8.67,11
259.74,2,7.11,9
267.87,10,0.03,2
260.56,3,11.52,4
262.52,5,2.95,5
253.23,5,11.25,3
262.64,5,7.31,9
252.39,4,0.28,2
261.47,3,1.47,3
255.19,7,6.6,9
248.05,10,6.5,9
249.97,2,0.17,2
240.71,3,9.05,11
249.19,11,0.06,2
240.82,3,-0.24,2
249.71,2,0.88,3
238.49,10,11.18,3
235.66,8,1.3,3
235.48,7,11.5,3
237.17,9,11.02,3
227.67,10,12.46,4
237.64,10,10.69,3
229.1,11,12.3,4
232.15,4,2.01,4
229.23,11,3.91,6
230.32,2,11.54,4
222.9,5,1.62,4
223.99,6,8.11,10
215.54,8,6.73,9
224.08,6,10.16,2
215.25,7,3.71,6
224.4,6,4.79,7
214.36,6,4.08,6
220.88,3,-0.25,2
229.17,11,0.95,3
230.54,3,10.21,2
221.15,3,2.88,5
229.8,2,10.78,3
225.21,7,8.43,10
216.68,9,10.5,2
218.02,10,5.14,7
209.02,11,11.69,4
219.11,11,10.56,3
211.6,4,5.36,7
202.17,4,5.39,7
211.49,3,2.48,4
202.46,4,10.55,3
212.78,5,10.42,2
204.83,7,6.33,8
198.41,10,0.94,3
194.04,6,10.2,2
187.27,9,4.5,7
178.06,10,5.13,7
186.06,8,1.31,3
180.73,3,2.36,4
171.08,3,5.3,7
180.33,2,0.93,3
171.11,3,1.93,4
180.97,3,3.05,5
171.46,3,5.89,8
181.22,3,7.62,10
172.73,5,7.48,9
173.9,6,1.58,4
164.41,6,0.98,3
173.67,6,0.34,2
165.94,8,0.04,2
171.66,4,8.66,11
180.73,3,9.57,2
170.42,2,3.58,6
176.99,9,5.1,7
185.31,7,5.45,7
185.86,8,8.53,11
180.43,2,7.37,9
171.18,3,2.12,4
181.55,4,11.32,3
174.51,7,1.52,4
163.95,6,2.23,4
169.99,2,5.05,7
173.59,6,0.23,2
166.43,8,8.36,10
167.4,9,11.69,4
159.93,2,5.53,8
163.51,6,12.71,5
164.53,7,3.36,5
174.43,6,1.58,4
164.82,7,0.59,3
175.33,7,6.69,9
169.24,11,8.5,11
164.97,7,8.65,11
174.46,6,4.37,6
164.17,6,6.27,8
171.78,4,-0.28,2
179.5,11,0.91,3
175.06,7,0.55,3
167.36,9,10.8,3
160.36,2,2.42,4
158.81,11,0.0,2
169.1,11,12.19,4
163.94,6,7.5,9
169.62,2,6.05,8
168.88,11,8.24,10
161.95,4,6.86,9
152.32,4,4.64,7
162.16,4,8.85,11
152.47,4,7.73,10
162.26,4,2.28,4
154.09,6,11.51,4
151.85,4,4.13,6
160.08,2,9.3,11
162.64,5,8.28,10
155.36,7,1.47,3
145.76,8,2.98,5
155.69,8,1.59,4
146.84,9,7.68,10
154.72,7,3.84,6
148.34,10,5.88,8
141.87,4,-0.42,2
138.0,10,-0.03,2
135.29,7,10.59,3
132.25,4,1.17,3
134.86,7,7.44,9
137.26,9,3.9,6
128.45,10,5.48,7
131.78,4,0.49,2
130.64,3,9.49,11
120.48,2,7.29,9
129.87,2,4.7,7
121.41,3,10.29,2
130.07,2,-0.35,2
120.81,3,1.72,4
130.37,2,9.9,2
119.09,11,5.11,7
116.1,8,7.75,10
117.62,10,0.6,3
107.55,10,12.29,4
114.9,7,3.62,6
124.92,7,1.31,3
118.76,11,10.19,2
113.28,5,2.32,4
115.33,7,7.68,10
122.55,5,12.23,4
121.99,4,11.67,4
127.32,9,12.48,4
137.95,10,-0.07,2
135.68,8,7.28,9
130.02,2,4.15,6
119.93,2,11.73,4
125.29,7,12.44,4
121.38,3,6.77,9
130.91,3,4.12,6
122.08,4,11.56,4
126.47,8,3.69,6
133.25,5,5.32,7
143.57,6,3.44,5
134.77,7,1.57,4
138.3,10,9.14,11
139.59,2,9.87,2
149.5,2,2.04,4
139.75,2,8.6,11
149.77,2,0.08,2
141.84,4,10.98,3
136.37,8,10.04,2
126.76,9,5.72,8
135.71,8,11.77,4
129.64,2,6.69,9
122.0,4,10.19,2
127.68,10,2.3,4
136.9,9,10.48,2
127.5,9,7.5,10
137.63,10,1.56,4
132.49,4,3.75,6
138.24,10,2.48,4
138.05,10,9.23,11
136.69,9,1.7,4
126.93,9,9.01,11
137.16,9,6.19,8
128.42,10,0.97,3
131.33,3,1.15,3
125.51,8,9.57,2
124.1,6,11.52,4
114.67,7,9.6,2
124.19,6,7.25,9
113.83,6,2.86,5
119.78,2,12.07,4
124.52,7,6.88,9
115.48,7,7.76,10
123.23,5,10.47,2
116.48,8,4.82,7
114.57,7,0.27,2
124.34,6,11.39,3
113.92,6,9.96,2
120.67,3,0.32,2
130.24,2,6.01,8
120.65,3,8.44,10
132.2,4,3.89,6
135.18,7,7.01,9
135.15,7,11.66,4
134.58,7,3.8,6
139.1,11,-0.49,2
147.54,10,5.61,8
148.19,10,1.78,4
143.69,6,10.66,3
136.17,8,3.53,6
127.99,10,2.1,4
134.79,7,9.46,11
136.85,9,8.64,11
127.51,10,-0.36,2
137.78,10,2.92,5
133.05,5,3.99,6
142.87,5,9.96,2
131.88,4,4.71,7
131.21,3,5.52,8
124.2,6,12.58,5
114.78,7,1.08,3
125.3,7,5.47,7
121.83,4,9.65,2
128.7,11,8.98,11
130.43,2,7.68,10
120.43,2,4.51,7
128.79,11,10.78,3
129.45,11,5.5,8
123.24,5,10.59,3
116.17,8,1.91,4
116.44,8,9.32,11
114.39,6,-0.16,2
123.32,5,10.54,3
116.0,8,3.7,6
117.93,10,-0.95,11
107.69,10,1.19,3
114.43,6,7.16,9
124.34,6,10.15,2
114.81,7,2.21,4
124.86,7,12.0,4
117.84,10,9.62,2
107.85,10,5.91,8
116.06,8,2.02,4
117.77,10,4.81,7
107.8,10,6.62,9
115.93,8,8.68,11
119.62,2,8.64,11
121.69,4,4.39,6
128.69,11,12.24,4
129.22,11,8.07,10
125.46,7,7.32,9
123.55,6,2.9,5
114.31,6,11.67,4
123.59,6,9.78,2
115.49,7,10.05,2
122.06,4,4.23,6
126.6,9,4.32,6
134.91,7,10.11,2
137.04,9,3.64,6
128.84,11,2.47,4
129.1,11,11.97,4
125.62,8,3.91,6
125.16,7,9.97,2
121.22,3,0.67,3
131.83,4,2.07,4
130.31,2,4.43,6
120.4,2,2.75,5
128.36,10,2.14,4
133.45,5,6.14,8
143.56,6,6.98,9
135.57,8,0.97,3
129.92,2,9.0,11
120.91,3,7.66,10
129.9,2,6.81,9
121.69,4,1.11,3
129.91,2,2.2,4
121.09,3,12.16,4
131.19,3,10.72,3
124.51,7,4.21,6
115.08,7,0.57,3
123.45,5,3.77,6
116.01,8,6.3,8
118.08,10,1.63,4
108.74,11,8.74,11
118.74,11,9.44,11
112.51,5,0.54,3
106.4,8,10.5,2
101.94,4,10.9,3
111.3,3,1.35,3
101.46,3,10.82,3
109.81,2,2.68,5
112.07,4,1.84,4
103.19,5,7.91,10
107.71,10,7.58,10
115.42,7,1.81,4
122.31,4,0.51,3
124.23,6,2.34,4
113.82,6,8.42,10
120.81,3,7.51,10
131.12,3,4.16,6
123.3,5,2.85,5
116.45,8,6.56,9
115.22,7,1.92,4
124.31,6,9.45,11
115.46,7,1.91,4
121.96,4,6.3,8
127.22,9,4.75,7
137.52,10,2.42,4
131.79,4,7.91,10
129.61,2,12.58,5
123.3,5,8.21,10
116.84,9,7.19,9
111.41,3,0.84,3
101.67,4,11.81,4
110.57,3,11.0,3
104.63,7,9.05,11
96.45,8,6.62,9
103.59,6,2.37,4
104.04,6,0.12,2
100.82,3,8.0,10
103.83,6,4.51,7
102.27,4,1.03,3
111.64,4,2.13,4
101.73,4,12.69,5
111.2,3,1.9,4
102.42,4,8.21,10
111.83,4,2.89,5
102.48,4,10.91,3
111.67,4,-0.61,11
101.67,4,10.54,3
110.16,2,7.79,10
107.64,10,7.12,9
114.8,7,12.15,4
125.83,8,8.6,11
127.66,10,5.23,7
136.38,8,1.31,3
127.0,9,-0.06,2
136.05,8,4.42,6
127.78,10,8.79,11
136.76,9,6.26,8
126.59,9,4.3,6
134.82,7,7.16,9
137.8,10,12.68,5
134.76,7,7.57,10
138.7,11,1.67,4
143.75,6,7.1,9
136.52,9,12.21,4
127.72,10,8.14,10
136.79,9,7.04,9
126.01,8,6.35,8
129.46,11,8.89,11
122.73,5,11.23,3
119.52,2,9.83,2
120.13,2,2.73,5
126.73,9,1.49,3
135.21,7,10.56,3
134.49,6,7.79,10
140.68,3,3.14,5
146.85,9,7.86,10
154.17,6,9.97,2
152.74,5,5.92,8
162.03,4,11.6,4
152.24,4,12.08,4
162.77,5,4.4,6
157.24,9,2.25,4
158.19,10,5.75,8
167.39,9,3.71,6
160.37,2,9.52,2
158.59,11,9.86,2
168.09,10,8.43,10
157.96,10,5.57,8
166.09,8,4.58,7
169.66,2,-1.1,11
170.35,2,8.6,11
175.7,8,5.33,7
174.06,6,6.29,8
164.83,7,3.89,6
175.06,7,8.99,11
167.33,9,5.01,7
159.99,2,5.17,7
162.25,4,4.32,6
153.46,5,7.49,9
158.4,10,9.71,2
168.57,11,5.77,8
159.51,2,8.64,11
166.84,9,3.06,5
164.19,6,8.41,10
171.58,4,8.33,10
180.34,2,7.41,9
171.11,3,4.73,7
181.46,3,4.09,6
174.4,6,4.46,6
164.49,6,10.63,3
173.0,5,8.44,10
170.53,3,9.67,2
177.73,10,3.97,6
187.14,9,1.03,3
177.33,9,10.91,3
187.22,9,6.79,9
177.56,10,3.86,6
187.33,9,4.9,7
179.0,11,4.35,6
179.65,2,5.17,7
174.52,7,1.69,4
164.81,7,2.78,5
174.43,6,8.73,11
164.23,6,4.77,7
171.59,4,4.51,7
180.67,3,2.22,4
170.18,2,0.06,2
175.49,7,5.81,8
170.26,2,5.72,8
176.86,9,2.69,5
184.58,7,8.17,10
191.27,3,0.4,2
195.0,7,6.2,8
197.63,10,9.89,2
200.74,3,8.06,10
197.43,9,5.4,7
202.23,4,10.79,3
211.84,4,2.99,5
201.86,4,1.5,3
209.05,11,4.07,6
218.46,10,6.33,8
208.6,11,6.49,8
218.44,10,8.16,10
208.97,11,9.98,2
219.12,11,2.28,4
211.94,4,9.02,11
201.29,3,1.27,3
203.56,6,11.33,3
209.82,2,5.8,8
216.37,8,9.78,2
221.06,3,-0.1,2
228.96,11,4.79,7
232.5,5,10.32,2
232.56,5,4.68,7
233.66,6,1.13,3
243.59,6,6.13,8
233.79,6,0.95,3
243.6,6,9.7,2
233.63,6,11.48,3
243.47,5,11.48,3
232.95,5,6.49,8
238.01,10,6.88,9
231.69,4,6.72,9
224.5,7,2.18,4
214.3,6,8.22,10
220.69,3,5.03,7
226.94,9,10.25,2
233.77,6,7.8,10
243.66,6,3.06,5
233.62,6,6.54,9
241.79,4,11.53,4
243.45,5,8.64,11
233.98,6,0.93,3
244.59,7,9.95,2
240.18,2,9.16,11
250.02,2,0.28,2
240.53,3,6.37,8
249.61,2,1.31,3
239.08,11,11.21,3
242.55,5,11.75,4
235.72,8,0.49,2
234.47,6,10.1,2
243.07,5,3.45,5
232.96,5,9.89,2
238.08,10,0.34,2
231.66,4,3.66,6
224.73,7,8.89,11
215.44,7,10.63,3
225.04,7,7.16,9
215.52,8,9.01,11
225.16,7,11.34,3
216.6,9,9.03,11
218.67,11,1.67,4
209.23,11,12.17,4
218.41,10,2.04,4
208.6,11,4.97,7
218.16,10,3.41,5
208.3,10,1.0,3
